uid,url,price,currency,collection,reference_code,life_span
30694,https://www.cartier.hk/en-hk/collections/watches/women-s-watches/creative-jewelled-watches/high-jewellery-watches/hpi01233-high-jewellery-watch.html,,HKD,HIGH JEWELRY,HPI01233,Q4 September 2020
30704,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%91%E3%83%B3%E3%83%86%E3%83%BC%E3%83%AB-%E3%82%B8%E3%83%A5%E3%82%A8%E3%83%AA%E3%83%BC%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81/hpi01294-%E3%83%91%E3%83%B3%E3%83%86%E3%83%BC%E3%83%AB-%E3%82%B8%E3%83%A5%E3%82%A8%E3%83%AA%E3%83%BC-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,13068000,JPY,PANTHÈRE JEWELLERY WATCHES,HPI01294,Q4 September 2020
30715,https://www.cartier.hk/en-hk/collections/watches/mens-watches/rotonde-de-cartier/hpi01300-rotonde-de-cartier-mysterious-movement-watch.html,675000,HKD,ROTONDE MYSTERIOUS MOVEMENT WATCH,HPI01300,Q4 September 2020
30728,https://www.cartier.com/en-us/collections/watches/women-s-watch/baignoire/hpi01306-baignoire-allong%C3%A9e-watch.html,150000,USD,BAIGNOIRE,HPI01306,Q4 September 2020
30745,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/hpi01325-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,2180000,TWD,PANTHÈRE WATCH,HPI01325,Q4 September 2020
30749,https://www.cartier.fr/fr/collections/montres/montres-pour-femme/panth%C3%A8re-de-cartier/hpi01326-montre-panth%C3%A8re-de-cartier.html,69500,EUR,PANTHÈRE WATCH,HPI01326,Q4 September 2020
30754,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/hpi01326-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,2040000,TWD,PANTHÈRE WATCH,HPI01326,Q4 September 2020
30761,https://www.cartier.sg/en-sg/collections/watches/women-s-watches/creative-jewelled-watches/high-jewellery-watches/hpi01330-high-jewellery-watch.html,,SGD,HIGH JEWELRY,HPI01330,Q4 September 2020
30784,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%91%E3%83%B3%E3%83%86%E3%83%BC%E3%83%AB-%E3%82%B8%E3%83%A5%E3%82%A8%E3%83%AA%E3%83%BC%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81/hpi01379-%E3%82%A2%E3%83%8B%E3%83%9E%E3%83%AB%E3%83%A2%E3%83%81%E3%83%BC%E3%83%95-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,3220800,JPY,La Panthère de Cartier Watch,HPI01379,Q4 September 2020
30785,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re%E7%BE%8E%E6%B4%B2%E8%B1%B9%E7%8F%A0%E5%AF%B6%E8%85%95%E9%8C%B6/hpi01379-%E8%85%95%E9%8C%B6%E9%A3%BE%E6%9C%89%E5%8B%95%E7%89%A9%E7%8E%8B%E5%9C%8B%E5%9C%96%E6%A1%88.html,850000,TWD,La Panthère de Cartier Watch,HPI01379,Q4 September 2020
30797,https://www.cartier.ch/fr-ch/collections/montres/horlogerie-f%C3%A9minine/pasha-de-cartier/hpi01435-montre-pasha-de-cartier.html,133000,CHF,PASHA WATCH,HPI01435,Q4 September 2020
30804,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E7%94%B7%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E8%85%95%E9%8C%B6/hpi01435-pasha-de-cartier%E8%85%95%E9%8C%B6.html,4060000,TWD,PASHA WATCH,HPI01435,Q4 September 2020
30823,https://www.cartier.com/en-us/collections/watches/women-s-watch/tank/tank-louis-cartier/w1529856-tank-louis-cartier-watch.html,8650,USD,TANK,W1529856,Q4 September 2020
30832,https://www.cartier.co.uk/en-gb/collections/watches/mens-watches/rotonde-de-cartier/w1556209-rotonde-de-cartier-minute-repeater-flying-tourbillon-watch.html,,GBP,ROTONDE,W1556209,Q4 September 2020
30834,https://www.cartier.sg/en-sg/collections/watches/mens-watches/rotonde-de-cartier/w1556209-rotonde-de-cartier-minute-repeater-flying-tourbillon-watch.html,,SGD,ROTONDE,W1556209,Q4 September 2020
30846,https://www.cartier.fr/fr/collections/montres/montres-masculines/rotonde-de-cartier/w1556214-montre-rotonde-de-cartier-tourbillon-volant-cadran-lov%C3%A9.html,102000,EUR,ROTONDE,W1556214,Q4 September 2020
30848,https://www.cartier.hk/en-hk/collections/watches/mens-watches/rotonde-de-cartier/w1556214-rotonde-de-cartier-flying-tourbillon-cadran-lov%C3%A9-watch.html,760000,HKD,ROTONDE,W1556214,Q4 September 2020
30858,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%AD%E3%83%88%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/w1556221-%E3%83%AD%E3%83%88%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%AB%E3%83%BC%E3%83%9C%E3%83%B3-%E3%82%AF%E3%83%AA%E3%82%B9%E3%82%BF%E3%83%AB%E3%82%A2%E3%82%B9%E3%83%88%E3%83%AD%E3%83%88%E3%82%A5%E3%83%BC%E3%83%AB%E3%83%93%E3%83%A8%E3%83%B3-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,24948000,JPY,ROTONDE,W1556221,Q4 September 2020
30881,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%AD%E3%83%88%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/w1556230-%E3%83%AD%E3%83%88%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%83%9F%E3%82%B9%E3%83%86%E3%83%AA%E3%82%A2%E3%82%B9-%E3%83%80%E3%83%96%E3%83%AB-%E3%83%88%E3%82%A5%E3%83%BC%E3%83%AB%E3%83%93%E3%83%A8%E3%83%B3-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,11814000,JPY,ROTONDE,W1556230,Q4 September 2020
30884,https://www.cartier.ch/fr-ch/collections/montres/horlogerie-masculine/rotonde-de-cartier/w1556238-montre-rotonde-de-cartier-chronographe.html,23700,CHF,ROTONDE CHRONOGRAPH WATCH,W1556238,Q4 September 2020
30909,https://www.cartier.co.uk/en-gb/collections/watches/mens-watches/rotonde-de-cartier/w1556244-rotonde-de-cartier-watch.html,39800,GBP,ROTONDE,W1556244,Q4 September 2020
30921,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E7%94%B7%E5%A3%AB%E8%85%95%E9%8C%B6/rotonde-de-cartier%E8%85%95%E9%8C%B6/w1556246-rotonde-de-cartier-tourbillon-lov%C3%A9%E6%B5%AE%E5%8B%95%E5%BC%8F%E9%99%80%E9%A3%9B%E8%BC%AA%E8%85%95%E9%8C%B6.html,2970000,TWD,ROTONDE,W1556246,Q4 September 2020
30947,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E8%85%95%E8%A1%A8%E7%B3%BB%E5%88%97/%E7%94%B7%E5%A3%AB%E8%85%95%E8%A1%A8/rotonde-de-cartier%E8%85%95%E8%A1%A8/w1556252-rotonde-de-cartier%E6%97%A5%E5%8E%86%E6%98%BE%E7%A4%BA%E7%AA%97%E4%B8%8E%E5%8A%A8%E5%8A%9B%E5%82%A8%E5%AD%98%E6%98%BE%E7%A4%BA%E8%85%95%E8%A1%A8.html,170000,CNY,"ROTONDE WATCH, CALENDAR APERTURE AND POWER RESERVE",W1556252,Q4 September 2020
30987,https://www.cartier.sg/en-sg/collections/watches/mens-watches/rotonde-de-cartier/w1556369-rotonde-de-cartier-watch-calendar-aperture-and-power-reserve.html,12400,SGD,"ROTONDE WATCH, CALENDAR APERTURE AND POWER RESERVE",W1556369,Q4 September 2020
30994,https://www.cartier.hk/en-hk/collections/watches/mens-watches/santos-de-cartier/santos-dumont/w2006951-santos-dumont-watch.html,129000,HKD,SANTOS,W2006951,Q4 September 2020
31012,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%82%B5%E3%83%B3%E3%83%88%E3%82%B9-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/%E3%82%B5%E3%83%B3%E3%83%88%E3%82%B9-%E3%83%87%E3%83%A5%E3%83%A2%E3%83%B3/w2020033-%E3%82%B5%E3%83%B3%E3%83%88%E3%82%B9-%E3%83%87%E3%83%A5%E3%83%A2%E3%83%B3-%E3%82%B9%E3%82%B1%E3%83%AB%E3%83%88%E3%83%B3-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,5979600,JPY,SANTOS,W2020033,Q4 September 2020
31017,https://www.cartier.fr/fr/collections/montres/montres-masculines/santos-de-cartier/santos-dumont/w2020057-montre-santos-dumont-squelette.html,50500,EUR,SANTOS,W2020057,Q4 September 2020
31022,https://www.cartier.ch/fr-ch/collections/montres/horlogerie-f%C3%A9minine/tank/tank-am%C3%A9ricaine/w2607456-montre-tank-am%C3%A9ricaine.html,10200,CHF,TANK,W2607456,Q4 September 2020
31024,https://www.cartier.fr/fr/collections/montres/montres-pour-femme/tank/tank-am%C3%A9ricaine/w2607456-montre-tank-am%C3%A9ricaine.html,10600,EUR,TANK,W2607456,Q4 September 2020
31037,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E7%94%B7%E5%A3%AB%E8%85%95%E9%8C%B6/tank%E8%85%95%E9%8C%B6/tank-am%C3%A9ricaine%E8%85%95%E9%8C%B6/w2609156-tank-am%C3%A9ricaine%E7%BE%8E%E5%9C%8B%E5%9D%A6%E5%85%8B%E8%85%95%E9%8C%B6.html,447000,TWD,TANK,W2609156,Q4 September 2020
31062,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%90%E3%83%AD%E3%83%B3-%E3%83%96%E3%83%AB%E3%83%BC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/w2bb0003-%E3%83%90%E3%83%AD%E3%83%B3-%E3%83%96%E3%83%AB%E3%83%BC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,1240800,JPY,BALLON BLEU WATCH,W2BB0003,Q4 September 2020
31065,https://www.cartier.com/en-us/collections/watches/women-s-watch/ballon-bleu-de-cartier/w2bb0003-ballon-bleu-de-cartier-watch.html,10700,USD,BALLON BLEU WATCH,W2BB0003,Q4 September 2020
31066,https://www.cartier.ch/fr-ch/collections/montres/horlogerie-masculine/ballon-bleu-de-cartier/w2bb0004-montre-ballon-bleu-de-cartier.html,11800,CHF,BALLON BLEU WATCH,W2BB0004,Q4 September 2020
31080,https://www.cartier.com/en-us/collections/watches/women-s-watch/ballon-bleu-de-cartier/w2bb0012-ballon-bleu-de-cartier-watch.html,8650,USD,BALLON BLEU,W2BB0012,Q4 September 2020
31081,https://www.cartier.ch/fr-ch/collections/montres/horlogerie-masculine/ballon-bleu-de-cartier/w2bb0022-montre-ballon-bleu-de-cartier.html,9850,CHF,BALLON BLEU,W2BB0022,Q4 September 2020
31091,https://www.cartier.hk/en-hk/collections/watches/women-s-watches/ballon-bleu-de-cartier/w2bb0023-ballon-bleu-de-cartier-watch.html,76500,HKD,BALLON BLEU WATCH,W2BB0023,Q4 September 2020
31146,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E8%85%95%E8%A1%A8%E7%B3%BB%E5%88%97/%E5%A5%B3%E5%A3%AB%E8%85%95%E8%A1%A8/santos-de-cartier%E7%B3%BB%E5%88%97/santos-dumont%E8%85%95%E8%A1%A8/w2sa0011-santos-dumont%E8%85%95%E8%A1%A8.html,42200,CNY,TANK,W2SA0011,Q4 September 2020
31156,https://www.cartier.fr/fr/collections/montres/montres-pour-femme/santos-de-cartier/santos-dumont/w2sa0012-montre-santos-dumont.html,5200,EUR,TANK,W2SA0012,Q4 September 2020
31162,https://www.cartier.com/en-us/collections/watches/women-s-watch/santos-de-cartier/santos-dumont/w2sa0012-santos-dumont-watch.html,5200,USD,TANK,W2SA0012,Q4 September 2020
31197,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%91%E3%82%B7%E3%83%A3-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/w3140007-%E3%83%9F%E3%82%B9-%E3%83%91%E3%82%B7%E3%83%A3-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,418000,JPY,MISS PASHA WATCH,W3140007,Q4 September 2020
31209,https://www.cartier.ch/fr-ch/collections/montres/horlogerie-f%C3%A9minine/ballon-bleu-de-cartier/w3bb0005-montre-ballon-bleu-de-cartier.html,10100,CHF,BALLON BLEU WATCH,W3BB0005,Q4 September 2020
31219,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E8%85%95%E8%A1%A8%E7%B3%BB%E5%88%97/%E5%A5%B3%E5%A3%AB%E8%85%95%E8%A1%A8/ballon-bleu-de-cartier%E8%85%95%E8%A1%A8/w3bb0006-ballon-bleu-de-cartier%E5%8D%A1%E5%9C%B0%E4%BA%9A%E8%93%9D%E6%B0%94%E7%90%83%E8%85%95%E8%A1%A8.html,89500,CNY,BALLON BLEU WATCH,W3BB0006,Q4 September 2020
31251,https://www.cartier.co.uk/en-gb/collections/watches/women-s-watches/panth%C3%A8re-de-cartier/w3pn0006-panth%C3%A8re-de-cartier-watch.html,10600,GBP,PANTHÈRE WATCH,W3PN0006,Q4 September 2020
31255,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/w3pn0006-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,340000,TWD,PANTHÈRE WATCH,W3PN0006,Q4 September 2020
31265,https://www.cartier.com/en-us/collections/watches/women-s-watch/panth%C3%A8re-de-cartier/w3pn0007-panth%C3%A8re-de-cartier-watch.html,12500,USD,PANTHÈRE WATCH,W3PN0007,Q4 September 2020
31304,https://www.cartier.co.uk/en-gb/collections/watches/women-s-watches/ballon-bleu-de-cartier/w4bb0017-ballon-bleu-de-cartier-watch.html,10800,GBP,BALLON BLEU,W4BB0017,Q4 September 2020
31306,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%90%E3%83%AD%E3%83%B3-%E3%83%96%E3%83%AB%E3%83%BC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/w4bb0017-%E3%83%90%E3%83%AD%E3%83%B3-%E3%83%96%E3%83%AB%E3%83%BC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,1386000,JPY,BALLON BLEU,W4BB0017,Q4 September 2020
31322,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E8%85%95%E8%A1%A8%E7%B3%BB%E5%88%97/%E5%A5%B3%E5%A3%AB%E8%85%95%E8%A1%A8/panth%C3%A8re-de-cartier%E8%85%95%E8%A1%A8/w4pn0007-panth%C3%A8re-de-cartier%E8%85%95%E8%A1%A8.html,60500,CNY,PANTHÈRE WATCH,W4PN0007,Q4 September 2020
31341,https://www.cartier.fr/fr/collections/montres/montres-pour-femme/tank/tank-fran%C3%A7aise/w4ta0008-montre-tank-fran%C3%A7aise.html,7450,EUR,TANK,W4TA0008,Q4 September 2020
31343,https://www.cartier.hk/en-hk/collections/watches/women-s-watches/tank/tank-fran%C3%A7aise/w4ta0008-tank-fran%C3%A7aise-watch.html,55500,HKD,TANK,W4TA0008,Q4 September 2020
31377,https://www.cartier.hk/en-hk/collections/watches/women-s-watches/tank/tank-fran%C3%A7aise/w51008q3-tank-fran%C3%A7aise-watch.html,25000,HKD,TANK,W51008Q3,Q4 September 2020
31390,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E8%85%95%E8%A1%A8%E7%B3%BB%E5%88%97/%E5%A5%B3%E5%A3%AB%E8%85%95%E8%A1%A8/tank%E8%85%95%E8%A1%A8/tank-solo%E8%85%95%E8%A1%A8/w5200002-tank-solo%E8%85%95%E8%A1%A8.html,35800,CNY,TANK,W5200002,Q4 September 2020
31407,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E8%85%95%E8%A1%A8%E7%B3%BB%E5%88%97/%E5%A5%B3%E5%A3%AB%E8%85%95%E8%A1%A8/tank%E8%85%95%E8%A1%A8/tank-solo%E8%85%95%E8%A1%A8/w5200005-tank-solo%E8%85%95%E8%A1%A8.html,18800,CNY,TANK,W5200005,Q4 September 2020
31427,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E8%85%95%E8%A1%A8%E7%B3%BB%E5%88%97/%E5%A5%B3%E5%A3%AB%E8%85%95%E8%A1%A8/tank%E8%85%95%E8%A1%A8/tank-solo%E8%85%95%E8%A1%A8/w5200024-tank-solo%E8%85%95%E8%A1%A8.html,35800,CNY,TANK,W5200024,Q4 September 2020
31431,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%82%BF%E3%83%B3%E3%82%AF/%E3%82%BF%E3%83%B3%E3%82%AF-%E3%82%BD%E3%83%AD/w5200024-%E3%82%BF%E3%83%B3%E3%82%AF-%E3%82%BD%E3%83%AD-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,555500,JPY,TANK,W5200024,Q4 September 2020
31446,https://www.cartier.co.uk/en-gb/collections/watches/mens-watches/tank/tank-solo/w5200026-tank-solo-watch.html,7750,GBP,TANK,W5200026,Q4 September 2020
31448,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E7%94%B7%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%82%BF%E3%83%B3%E3%82%AF/%E3%82%BF%E3%83%B3%E3%82%AF-%E3%82%BD%E3%83%AD/W5200026-%E3%82%BF%E3%83%B3%E3%82%AF-%E3%82%BD%E3%83%AD-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,984500,JPY,TANK,W5200026,Q4 September 2020
31457,https://www.cartier.sg/en-sg/collections/watches/mens-watches/tank/tank-solo/w5200028-tank-solo-watch.html,5450,SGD,TANK,W5200028,Q4 September 2020
31458,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E7%94%B7%E5%A3%AB%E8%85%95%E9%8C%B6/tank%E8%85%95%E9%8C%B6/tank-solo%E8%85%95%E9%8C%B6/w5200028-tank-solo%E5%9D%A6%E5%85%8B%E8%85%95%E9%8C%B6.html,112000,TWD,TANK,W5200028,Q4 September 2020
31471,https://www.cartier.fr/fr/collections/montres/montres-masculines/tank/tank-mc/w5310040-montre-tank-mc-squelette.html,54000,EUR,TANK,W5310040,Q4 September 2020
31500,https://www.cartier.co.uk/en-gb/collections/watches/women-s-watches/ronde-de-cartier/ronde-solo-de-cartier/w6700355-ronde-solo-de-cartier-watch.html,4750,GBP,RONDE SOLO WATCH,W6700355,Q4 September 2020
31531,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%AD%E3%83%B3%E3%83%89-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/%E3%83%AD%E3%83%B3%E3%83%89-%E3%82%BD%E3%83%AD-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/w6701007-%E3%83%AD%E3%83%B3%E3%83%89-%E3%82%BD%E3%83%AD-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,577500,JPY,RONDE SOLO WATCH,W6701007,Q4 September 2020
31558,https://www.cartier.sg/en-sg/collections/watches/mens-watches/ronde-de-cartier/ronde-solo-de-cartier/w6701011-ronde-solo-de-cartier-watch.html,5550,SGD,RONDE SOLO WATCH,W6701011,Q4 September 2020
31562,https://www.cartier.cn/zh-cn/%E7%B3%BB%E5%88%97/%E8%85%95%E8%A1%A8%E7%B3%BB%E5%88%97/%E5%A5%B3%E5%A3%AB%E8%85%95%E8%A1%A8/ronde-de-cartier%E8%85%95%E8%A1%A8/ronde-louis-cartier%E8%85%95%E8%A1%A8/w6800151-ronde-louis-cartier%E8%85%95%E8%A1%A8.html,61500,CNY,TANK,W6800151,Q4 September 2020
31573,https://www.cartier.co.uk/en-gb/collections/watches/women-s-watches/ronde-de-cartier/ronde-louis-cartier/w6800251-ronde-louis-cartier-watch.html,10000,GBP,TANK,W6800251,Q4 September 2020
31618,https://www.cartier.ch/fr-ch/collections/montres/horlogerie-masculine/ballon-bleu-de-cartier/w69005z2-montre-ballon-bleu-de-cartier.html,30900,CHF,BALLON BLEU,W69005Z2,Q4 September 2020
31619,https://www.cartier.hk/en-hk/collections/watches/mens-watches/ballon-bleu-de-cartier/w69005z2-ballon-bleu-de-cartier-watch.html,238000,HKD,BALLON BLEU,W69005Z2,Q4 September 2020
31660,https://www.cartier.sg/en-sg/collections/watches/mens-watches/ballon-bleu-de-cartier/w69012z4-ballon-bleu-de-cartier-watch.html,9350,SGD,BALLON BLEU WATCH,W69012Z4,Q4 September 2020
31664,https://www.cartier.fr/fr/collections/montres/montres-masculines/ballon-bleu-de-cartier/w69016z4-montre-ballon-bleu-de-cartier.html,6100,EUR,BALLON BLEU WATCH,W69016Z4,Q4 September 2020
31691,https://www.cartier.ch/fr-ch/collections/montres/horlogerie-f%C3%A9minine/ballon-bleu-de-cartier/w6920038-montre-ballon-bleu-de-cartier.html,4700,CHF,BALLON BLEU,W6920038,Q4 September 2020
31699,https://www.cartier.fr/fr/collections/montres/montres-masculines/ballon-bleu-de-cartier/w6920042-montre-ballon-bleu-de-cartier.html,6800,EUR,BALLON BLEU,W6920042,Q4 September 2020
31736,https://www.cartier.com/en-us/collections/watches/women-s-watch/ballon-bleu-de-cartier/w6920071-ballon-bleu-de-cartier-watch.html,5750,USD,BALLON BLEU,W6920071,Q4 September 2020
31787,https://www.cartier.fr/fr/collections/montres/montres-masculines/ballon-bleu-de-cartier/w6920089-montre-ballon-bleu-de-cartier.html,14600,EUR,BALLON BLEU WATCH,W6920089,Q4 September 2020
31799,https://www.cartier.sg/en-sg/collections/watches/mens-watches/ballon-bleu-de-cartier/w6920095-ballon-bleu-de-cartier-watch.html,14900,SGD,BALLON BLEU,W6920095,Q4 September 2020
31814,https://www.cartier.jp/ja/%E5%95%86%E5%93%81%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA%E3%83%BC/%E6%99%82%E8%A8%88/%E5%A5%B3%E6%80%A7%E7%94%A8%E6%99%82%E8%A8%88/%E3%83%90%E3%83%AD%E3%83%B3-%E3%83%96%E3%83%AB%E3%83%BC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8/w6920097-%E3%83%90%E3%83%AD%E3%83%B3-%E3%83%96%E3%83%AB%E3%83%BC-%E3%83%89%E3%82%A5-%E3%82%AB%E3%83%AB%E3%83%86%E3%82%A3%E3%82%A8-%E3%82%A6%E3%82%A9%E3%83%83%E3%83%81.html,1399200,JPY,BALLON BLEU WATCH,W6920097,Q4 September 2020
31816,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/ballon-bleu-de-cartier%E7%B3%BB%E5%88%97/w6920097-ballon-bleu-de-cartier%E8%85%95%E9%8C%B6.html,353000,TWD,BALLON BLEU WATCH,W6920097,Q4 September 2020
31833,https://www.cartier.fr/fr/collections/montres/montres-masculines/ballon-bleu-de-cartier/w6920105-montre-ballon-bleu-de-cartier-tourbillon-volant.html,73500,EUR,BALLON BLEU FLYING TOURBILLON WATCH,W6920105,Q4 September 2020
31844,"https://www.cartier.hk/en-hk/collections/watches/women-s-watches/baignoire/w8000005-baignoire-watch,-small-model.html",197000,HKD,TANK,W8000005,Q4 September 2020
31885,https://www.cartier.ch/fr-ch/collections/montres/horlogerie-f%C3%A9minine/tortue/wa501008-montre-tortue.html,34900,CHF,TANK,WA501008,Q4 September 2020
